Lon.,Lat.,RSRP,RSRQ,SNR,,,,,,
778,193,-76.93076853,-6.407692322,29.5,,,,,,
770,191,-78.9455,-6.245454528,29.87272713,,,,,,
777,179,-74.425,-6.2,30,,,,,,
779,169,-77.73125029,-6.5,29.19375002,,,,,,
786,181,-74.41052688,-6.263157845,29.97368411,,,,,,
792,156,-80.82857114,-6.304761977,28.94761903,,,,,,
788,138,-82.58235348,-6.464705916,28.87647068,,,,,,
783,150,-73.94615408,-6.300000044,29.83076917,,,,,,
793,138,-84.00000153,-6.240000025,29.19333318,,,,,,
796,105,-79.10000027,-6.399999899,29.77647041,,,,,,
792,121,-77.34666697,-6.360000038,29.76666654,,,,,,
778,109,-76.34666799,-6.726666705,29.80666644,,,,,,
791,102,-79.55882443,-6.688235367,29.19411771,,,,,,
783,131,-75.73750019,-5.956250012,29.66249979,,,,,,
806,165,-78.33125019,-6.06249994,29.73124993,,,,,,
808,186,-85.36250067,-7.137500048,28.14375031,,,,,,
797,194,-83.24347886,-6.013043487,29.74782587,,,,,,
809,196,-82.97857176,-6.021428619,29.69999967,,,,,,
825,197,-85.37058976,-6.241176493,29.3647057,,,,,,
827,163,-86.52727439,-6.181818182,29.12727252,,,,,,
805,159,-84.1187501,-6.200000077,29.30000019,,,,,,
771,151,-66.3076926,-6.153846191,29.93846145,,,,,,
745,161,-66.85555564,-6.316666683,29.97777769,,,,,,
755,152,-64.63888868,-6.205555545,29.94444434,,,,,,
755,135,-72.98571505,-6.092857088,29.88571412,,,,,,
738,148,-75.27333425,-5.973333359,29.92666639,,,,,,
739,166,-72.08000031,-5.986666679,29.91333313,,,,,,
731,195,-80.41333364,-5.99000001,28.0066665,,,,,,
732,176,-79.72142901,-6.085714272,29.76428536,,,,,,
745,196,-68.70555623,-6.044444429,29.92777761,,,,,,
743,172,-79.23846201,-5.953846161,28.51538467,,,,,,
729,172,-71.00000139,-6.090909048,29.98181811,,,,,,
731,159,-69.81538508,-6,29.95384612,,,,,,
698,123,-87.84444597,-6.111111058,20.05555577,,,,,,
702,108,-84.32222239,-5.922222296,24.30000051,,,,,,
698,140,-84.25555589,-6.055555609,24.34444427,,,,,,
707,155,-72.94285801,-6,29.34285736,,,,,,
740,146,-71.7916673,-5.883333365,29.9416666,,,,,,
748,134,-73.06428637,-6.00714285,29.85714272,,,,,,
764,136,-79.23333316,-5.900000042,29.25555589,,,,,,
764,111,-79.9090916,-6.081818234,29.11818175,,,,,,
764,128,-74.16666751,-6.066666656,29.86666637,,,,,,
738,125,-68.22222222,-5.988888952,29.27777799,,,,,,
719,126,-75.72307704,-6.030769201,29.72307689,,,,,,
718,105,-79.52142933,-6.142857075,28.02142852,,,,,,
736,107,-81.25454643,-6.045454502,29.00000017,,,,,,
712,212,-88.60909063,-6.400000052,4.418181788,,,,,,
731,213,-86.45555539,-7.199999968,5.58888891,,,,,,
753,212,-86.42727453,-7.06363639,4.772727251,,,,,,
775,214,-87.15999985,-7.660000038,0.499999962,,,,,,
799,211,-89.07692308,-6.730769304,6.192307711,,,,,,
820,210,-92.73750114,-7.312500119,-0.312500008,,,,,,
839,210,-87.65714264,-6.957142898,4.67142851,,,,,,
839,210,-85.375,-7.450000167,11.4000001,,,,,,
852,221,-103.4666672,-7.933333238,7.999999841,,,,,,
868,222,-104.8250008,-9.199999928,12.55000007,,,,,,
747,230,-96.72000122,-13.82000008,-5.019999886,,,,,,
746,248,-100.2799988,-12.27999992,-1.760000026,,,,,,
782,246,-104.6499996,-14.17499971,-3.625,,,,,,
804,249,-97.90000153,-9.774999857,5.350000024,,,,,,
816,239,-100.1666667,-8.200000127,5.266666651,,,,,,
800,277,-100.7999992,-10.39999986,1.675000023,,,,,,
817,236,-91.97500038,-7.375000119,10.82499981,,,,,,
783,274,-96.40000153,-8.233333588,15.96666666,,,,,,
783,274,-95.64999962,-10.04999971,1.699999982,,,,,,
754,275,-96.20000076,-9.200000048,12.27499986,,,,,,
754,275,-101.4500008,-11.89999986,-1.075000107,,,,,,
727,275,-93.9,-6.5,25.46000023,,,,,,
699,258,-93.24000092,-6.400000095,21.25999985,,,,,,
697,290,-91.98000031,-6.440000057,20.44000015,,,,,,
686,265,-81.72000122,-6.639999962,16.12000046,,,,,,
671,263,-88.875,-7.149999976,28.57499981,,,,,,
674,282,-83.70000076,-6.199999928,28.55000067,,,,,,
656,277,-80.80000051,-6.300000191,27.56666629,,,,,,
636,282,-88.02499962,-6.275000095,24.375,,,,,,
665,265,-80.76000061,-6.440000057,18.34000053,,,,,,
644,265,-83.125,-6.899999976,28.52499962,,,,,,
638,278,-87.77499962,-6.275000095,27.1500001,,,,,,
595,280,-93,-7.625000119,8.725000143,,,,,,
595,280,-93,-7.625000119,8.725000143,,,,,,
618,264,-94.52499962,-9.150000095,18.27500015,,,,,,
588,278,-94.59999847,-7.816666762,26.20000013,,,,,,
579,298,-101.5999985,-6.466666698,19.43333371,,,,,,
567,310,-99.75,-7.449999928,9.674999952,,,,,,
584,246,-76.12500191,-6.450000048,28.5250001,,,,,,
595,228,-79.12500191,-6.300000191,29.32500029,,,,,,
641,245,-85.35000038,-6.325000167,24.25,,,,,,
680,243,-77.71999969,-6.419999981,20.58000031,,,,,,
709,244,-84.76666768,-8.76666673,27.16666667,,,,,,
694,242,-84.79999924,-6.549999952,19.54999971,,,,,,
715,238,-95.55000114,-9.75,3.899999917,,,,,,
724,257,-97.30000114,-9.075000048,5,,,,,,
743,247,-97.96000214,-6.760000038,15.15999985,,,,,,
760,229,-95.19999695,-7.666666826,8.600000143,,,,,,
759,258,-94.16666667,-6.333333413,23.25,,,,,,
632,250,-80.88000031,-6.340000057,28.68000031,,,,,,
611,250,-81.54999924,-6.325000167,27.17499971,,,,,,
595,251,-87.14000092,-6.3,29.62000008,,,,,,
579,257,-87.89999962,-6.375,28.17499971,,,,,,
627,251,-82.30000305,-6.300000191,29.5,,,,,,
631,235,-79.46000061,-6.340000153,28.7,,,,,,
600,234,-84.46000061,-6.580000019,16.20000019,,,,,,
601,254,-89.68000031,-7.760000038,18.98000002,,,,,,
611,248,-89.72500038,-6.275000095,27.125,,,,,,
597,231,-93.10000102,-6.433333397,20.53333346,,,,,,
600,253,-83.57499886,-6.5,21.44999981,,,,,,
561,276,-99.44999886,-6.725000143,16.2249999,,,,,,
565,257,-99.55000114,-8.650000095,7.050000072,,,,,,
541,254,-105.0333328,-9.46666654,3.866666605,,,,,,
525,250,-103.8000011,-9,4.87500003,,,,,,
521,231,-94.27142879,-8.042857034,14.04285731,,,,,,
546,225,-93.375,-9.25,10.07499981,,,,,,
535,242,-98.50000254,-9.066666921,5.599999905,,,,,,
564,284,-86.5,-6.300000191,22.82500029,,,,,,
572,268,-86.27499771,-6.724999905,13.4000001,,,,,,
647,192,-81.79999924,-6.849999905,13.9000001,,,,,,
678,181,-84,-6.866666635,11.16666667,,,,,,
660,172,-87.07500076,-10.52499986,7.825000167,,,,,,
647,158,-83.26666768,-9.533333302,1.699999968,,,,,,
642,175,-91.29999797,-19.83333333,-8.799999873,,,,,,
548,209,-88.625,-6.899999976,13.14999986,,,,,,
536,209,-86.72500038,-7.100000143,11.27499986,,,,,,
526,206,-99.10000102,-12.13333321,14.93333333,,,,,,
512,205,-93.54999924,-11.125,4.524999857,,,,,,
512,194,-75.95000076,-6.350000143,26.19999981,,,,,,
503,177,-77.23999939,-6.280000114,28.07999992,,,,,,
504,156,-70.23333232,-6.300000191,29.46666718,,,,,,
498,183,-75.66666667,-6.333333492,23.63333321,,,,,,
490,167,-65.82499886,-6.299999952,28.17499971,,,,,,
469,164,-70,-6.320000172,28.73999977,,,,,,
469,182,-73.23333486,-6.233333429,29.96666654,,,,,,
473,198,-75.27500153,-6.475000024,25.32499981,,,,,,
457,138,-83.90000153,-8.03333346,13.63333321,,,,,,
444,124,-88.63333384,-9.066666921,10.63333321,,,,,,
450,104,-92.13333384,-9.100000064,23.76666705,,,,,,
428,103,-87.43333435,-6.333333413,28.19999981,,,,,,
407,105,-89.80000051,-6.699999968,17.36666616,,,,,,
404,124,-89.13333384,-6.933333397,14.79999955,,,,,,
425,125,-86.27499962,-8.100000143,11.125,,,,,,
444,123,-83.04000092,-8.979999733,29.4,,,,,,
441,142,-76.5,-6.260000038,29.78000031,,,,,,
422,140,-86.90000153,-6.442857197,19.01428604,,,,,,
405,137,-87.90000153,-9.050000191,27.07500029,,,,,,
379,137,-99.47500038,-7.175000072,17.2750001,,,,,,
357,136,-103.0666656,-7.933333397,16.29999987,,,,,,
352,116,-100.5599991,-9.019999886,13.46000004,,,,,,
377,108,-103.9249992,-10.54999995,4.574999988,,,,,,
350,135,-103.0600006,-6.980000114,17.06000023,,,,,,
328,139,-107.3399994,-9.180000114,11.32000008,,,,,,
306,136,-110.1599991,-17.33999977,-0.9,,,,,,
309,119,-102,-7.549999714,18.55000019,,,,,,
302,133,-102.6199997,-6.740000057,21.35999985,,,,,,
305,107,-102.6499996,-7.300000072,20.89999962,,,,,,
278,147,-95.84000092,-6.540000057,25.70000038,,,,,,
258,147,-93.14999962,-6.475000024,28.625,,,,,,
244,144,-95.77500153,-6.350000024,23.2750001,,,,,,
244,159,-89.76666768,-6.366666794,25.89999962,,,,,,
246,172,-95.66666412,-6.53333346,25.79999987,,,,,,
248,188,-94.96000061,-6.500000095,25.63999977,,,,,,
233,182,-94.66666667,-6.466666698,25.76666641,,,,,,
222,192,-95.03333537,-6.366666794,24.86666679,,,,,,
208,189,-88.48000183,-6.380000019,27.55999985,,,,,,
219,153,-97.10000102,-6.666666667,19.06666629,,,,,,
204,150,-95.8666687,-6.699999968,16.26666641,,,,,,
205,134,-95.17500114,-7.375,10.7750001,,,,,,
206,118,-99.15000153,-9.599999785,5.100000024,,,,,,
210,103,-94.17500114,-6.699999928,26.75,,,,,,
192,151,-88.04999924,-6.350000143,25.70000076,,,,,,
177,151,-90.22499847,-6.325000048,23.95000029,,,,,,
188,136,-90.93333435,-7.099999905,12,,,,,,
192,118,-98.95000076,-7.324999928,9.975000143,,,,,,
178,106,-97.51999969,-8.080000114,8.239999962,,,,,,
170,135,-94.5,-6.350000143,27.44999981,,,,,,
177,158,-93.39999962,-6.300000191,25.57500029,,,,,,
179,180,-86.37500191,-6.325000048,25.7750001,,,,,,
178,192,-85.85000229,-6.25,25.05000019,,,,,,
175,152,-88.75,-7.199999928,12,,,,,,
186,153,-94.55000114,-6.350000143,25.22500038,,,,,,
175,133,-98.65000153,-6.75,16.55000019,,,,,,
181,113,-96.60000038,-6.575000048,14.67499971,,,,,,
191,102,-96.93333435,-8.133333365,8.000000159,,,,,,
177,102,-104.6749992,-10.17500007,14.50000012,,,,,,
161,159,-90.36666616,-6.333333333,28.5,,,,,,
172,152,-97.55000114,-6.400000095,24.17500019,,,,,,
149,149,-97.02500153,-6.525000095,19.85000038,,,,,,
151,123,-102.3666687,-8.600000064,7.799999992,,,,,,
145,105,-101.0249996,-9.875,5.225000113,,,,,,
140,118,-104.1750011,-6.950000167,20.625,,,,,,
154,163,-99.54999924,-6.675000072,17.7249999,,,,,,
152,183,-99.19999949,-6.700000127,17.39999962,,,,,,
155,197,-100.3333333,-6.899999936,12.83333333,,,,,,
198,160,-88.5,-6.350000143,22.14999962,,,,,,
202,178,-88.72500038,-6.475000024,28.5250001,,,,,,
202,194,-83.89999962,-6.300000072,28.9749999,,,,,,
199,213,-73.40000153,-6.300000191,28.22500038,,,,,,
200,232,-83.16666667,-7,17.10000038,,,,,,
186,238,-87.75,-8.199999809,27.30000019,,,,,,
185,260,-87.17500114,-6.400000095,28.42500019,,,,,,
185,247,-90.35000038,-6.350000143,27.17500019,,,,,,
205,260,-94.50000191,-7.050000072,12,,,,,,
181,272,-97.13333384,-12.49999968,0.433333337,,,,,,
150,280,-101.2333323,-6.5,23.16666667,,,,,,
160,244,-97.07500076,-6.875000119,26.27499962,,,,,,
201,274,-87.14999962,-6.325000167,27.7750001,,,,,,
217,261,-80.06666819,-6.199999968,25.76666705,,,,,,
217,249,-78.60000102,-6.433333397,22.90000025,,,,,,
221,235,-79.72500038,-6.350000143,19.82499981,,,,,,
223,278,-90.76666768,-6.366666794,24.90000025,,,,,,
243,270,-86.52000122,-6.400000095,19.23999939,,,,,,
254,260,-84.06666819,-6.866666635,16.20000013,,,,,,
250,237,-88.80000051,-6.966666698,14.13333352,,,,,,
257,277,-90.34000092,-9.679999733,28.67999954,,,,,,
277,276,-83.5,-6.425000072,23.97500038,,,,,,
300,275,-85.07500076,-6.299999952,20.5250001,,,,,,
320,274,-91.3666687,-8.499999682,7.033333302,,,,,,
347,277,-97.46666718,-10.63333337,17.20000045,,,,,,
309,253,-89.66666667,-6.300000191,28.40000025,,,,,,
311,230,-92.03333537,-6.400000095,28.59999975,,,,,,
296,229,-94.93333435,-6.566666762,27.03333346,,,,,,
343,278,-96.90000153,-6.550000072,25.9000001,,,,,,
357,273,-105.3666662,-6.933333397,19.16666667,,,,,,
353,256,-96.94999886,-6.550000072,26.2750001,,,,,,
354,230,-92.55000114,-6.950000048,25.55000019,,,,,,
363,283,-101.4666646,-7.900000095,22.03333346,,,,,,
366,309,-108.9499989,-8.024999976,15.07500005,,,,,,
367,253,-102.8999996,-6.524999976,20.7750001,,,,,,
393,282,-105.6600006,-6.780000019,17.45999985,,,,,,
390,306,-109.8666662,-9.633333524,9.96666654,,,,,,
390,261,-103.8333359,-7.233333429,14.29999955,,,,,,
370,261,-102.4250011,-6.975000024,20.55000019,,,,,,
379,247,-97.57499886,-6.875,22.10000038,,,,,,
375,229,-95.10000102,-6.333333492,23.96666718,,,,,,
300,254,-83.19999949,-6.400000095,23.26666641,,,,,,
290,241,-85.70000076,-6.400000095,21.10000038,,,,,,
282,227,-69.43333435,-6.26666673,28.90000025,,,,,,
280,213,-68.51666832,-6.333333492,27.3166666,,,,,,
262,212,-64.64999962,-6.350000143,27.54999971,,,,,,
247,211,-66.80000051,-6.233333429,29.53333346,,,,,,
196,210,-83.75,-6.475000024,18.97500038,,,,,,
169,209,-89.95000076,-6.75,14.80000019,,,,,,
150,212,-92.66000061,-8.679999924,22.47999992,,,,,,
132,211,-96.08000031,-8.980000114,15.45999966,,,,,,
127,189,-103.8249998,-6.699999988,16.4625001,,,,,,
111,176,-108.6999969,-7.166666667,15.89999994,,,,,,
94,179,-108.6400009,-8.860000038,12.90000005,,,,,,
110,204,-106.0666682,-12.20000013,0.433333317,,,,,,
111,222,-93.60000153,-6.539999962,22.67999992,,,,,,
86,221,-115.5999985,-10.72500014,7.300000191,,,,,,
75,212,-123.7625017,-13.61249995,0.612500019,,,,,,
67,196,-127.0500005,-13.75,0.500000012,,,,,,
293,212,-75.64999962,-6.300000072,28.07499981,,,,,,
314,214,-85.90000153,-6.300000191,29,,,,,,
335,213,-86.04999924,-6.325000048,27.2750001,,,,,,
356,211,-91.3666687,-7.300000032,18.10000038,,,,,,
367,210,-92.33333333,-7.299999873,15.16666635,,,,,,
382,209,-88.09999847,-9.566666603,9.400000095,,,,,,
415,214,-99.96666718,-6.366666794,23.26666641,,,,,,
425,215,-80.22500038,-6.475000143,17.375,,,,,,
700,179,-80.25,-7.099999905,17.10000038,,,,,,
693,195,-90.90000153,-6.333333333,1.333333254,,,,,,
694,187,-91.01999969,-7.139999962,11.17999992,,,,,,
817,150,-85.53333537,-6.566666762,20.36666616,,,,,,
809,134,-89.57500076,-6.850000024,15.22499967,,,,,,
828,138,-87.36666616,-6.633333365,13.99999968,,,,,,
827,122,-84.40000153,-9.03333346,27.20000013,,,,,,
838,113,-95.46666718,-9.233333588,16.63333321,,,,,,
814,106,-89.16666794,-8.750000079,15.8499999,,,,,,
813,127,-84.47500038,-6.550000072,24.19999981,,,,,,
888,176,-120.8333333,-11.86666648,2.966666698,,,,,,
781,212,-119.6285738,-15.58571441,-1.214285714,,,,,,
765,214,-87.70000076,-6.350000143,24.19999981,,,,,,
734,218,-85.10000038,-6.175000072,25.9000001,,,,,,
722,212,-85.44999695,-6.299999952,25.75,,,,,,
728,214,-78.10000102,-6.26666673,29.06666692,,,,,,
708,215,-82.27500153,-6.324999928,27.8499999,,,,,,
693,212,-79.10000229,-6.350000143,30,,,,,,
681,207,-76.78000031,-6.280000114,29.61999969,,,,,,
753,255,-90.64999962,-6.350000143,26.7249999,,,,,,
728,257,-91.10000102,-6.366666794,26.53333346,,,,,,
726,278,-97.40000153,-6.350000143,27.30000019,,,,,,
742,286,-96.20000076,-7.025000095,20.64999962,,,,,,
795,281,-100.6333338,-10.76666673,5.166666667,,,,,,
830,295,-107.2333349,-11.96666654,3.73333319,,,,,,
821,277,-112.6800003,-9.120000076,14.44000015,,,,,,
840,293,-106.9333318,-9.033333143,15.46666686,,,,,,
781,292,-99.63333384,-7.700000127,10.56666692,,,,,,
704,295,-93.42500114,-6.750000119,26.20000029,,,,,,
670,265,-86.5,-6.400000095,27.97500038,,,,,,
844,208,-106.1428582,-10.17142868,4.600000015,,,,,,
872,210,-110.4600006,-14.06000023,-3.980000043,,,,,,
777,206,-97.7285723,-13.61428615,-1.814285738,,,,,,
843,98,-92.32174019,-5.943478315,26.93043477,,,,,,
840,315,-109.966668,-6.688888974,15.93333361,,,,,,
753,152,-63.91818185,-6.463636355,27.44545486,,,,,,
631,209,-97.12499905,-7.262500107,13.60000002,,,,,,
707,267,-123.5814814,-12.36666671,-0.6111111,,,,,,
480,151,-70.90384615,-6.426923128,29.95769222,,,,,,
251,207,-64.89333318,-6.160000006,29.98666662,,,,,,
902,139,-75.36666616,-6.333333492,27.03333346,,,,,,
